"Employee ID","Year","Title","AY Salary","HR Department","Age","Ethnicity","Marital Status","Religious Preference","Sex","Country of Citizenship"
692,2017,"Regents' Professor",113669,"Department 22",64,"White","Married",NA,"Male","United States"
901,2017,"Associate Clinical Professor",113356,NA,53,"White","Married",NA,"Female",NA
3093,2017,"Associate Professor",112970,NA,57,"White","Single",NA,"Male","United States"
844,2017,"Professor",112520,"Department 20",59,"White","Married","No Preference Indicated","Male","United States"
2990,2017,"Associate Professor",112116,NA,72,"Asian","Married",NA,"Male","United States"
3064,2017,"Professor",111668,NA,70,"White","Married",NA,"Male","United States"
2310,2017,"Professor",111539,NA,66,"White","Married",NA,"Female","United States"
2951,2017,"Professor",111523,NA,71,"White","Married","Agnostic/Atheist","Male","United States"
2074,2017,"Professor",111280,"Department 25",70,"White","Single",NA,"Male","United States"
368,2017,"Associate Professor",111252,"Department 8",46,"White","Married",NA,"Male","United States"
2441,2017,"Associate Clinical Professor",111192,NA,66,"White","Married",NA,"Male","United States"
697,2017,"Associate Professor",111165,"Department 8",55,"White","Married",NA,"Male","United States"
397,2017,"Regents' Professor",110433,"Department 6",57,"White","Married",NA,"Male","United States"
343,2017,"Professor",110428,"Department 2",61,"White","Married",NA,"Male","United States"
2349,2017,"Professor",110129,NA,71,"White","Married",NA,"Male","United States"
3231,2017,"Professor",109729,NA,78,"White","Married",NA,"Male","United States"
703,2017,"Professor",109631,NA,85,"White","Married",NA,"Male","United States"
2034,2017,"Professor",109494,NA,74,"White","Married",NA,"Female","United States"
56,2017,"Professor",109436,"Department 26",61,"Hispanic/Latino","Married",NA,"Male","United States"
2454,2017,"Regents' Professor",108876,NA,73,"White","Married",NA,"Male","United States"
3214,2017,"Professor",108810,NA,85,"White","Single",NA,"Male","United States"
846,2017,"Regents' Professor",108337,NA,72,"White","Married",NA,"Female","United States"
708,2017,"Professor",107727,NA,77,"White","Single",NA,"Male","United States"
1026,2017,"Professor",107504,NA,66,"White","Married",NA,"Male","United States"
704,2017,"Professor",107500,NA,70,"Hispanic/Latino","Divorced",NA,"Male","United States"
704,2017,"Professor",107500,NA,39,"Hispanic/Latino","Unknown",NA,"Male",NA
2648,2017,"Professor",107357,"Department 26",62,"White","Married",NA,"Male","United States"
1736,2017,"Clinical Professor",106441,NA,48,"White","Married",NA,"Female","United States"
2606,2017,"Professor",106076,"Department 25",71,"White","Married",NA,"Male","United States"
738,2017,"Professor",106000,"Department 6",53,"White","Married","No Preference Indicated","Male","United States"
2413,2017,"Associate Clinical Professor",105797,NA,55,"White","Married",NA,"Female","United States"
2042,2017,"Professor",105459,NA,72,"White","Married",NA,"Male","United States"
1052,2017,"Professor",105025,NA,73,"White","Married",NA,"Female","United States"
2786,2017,"Senior Lecturer",105011,NA,45,"White","Single",NA,"Female","United States"
1934,2017,"Assistant Professor",105000,NA,65,"White","Married",NA,"Female","United States"
437,2017,"Professor",105000,"Department 11",66,"White","Married",NA,"Female","United States"
2401,2017,"Professor",104951,NA,71,"American Indian/Alaska Native","Married",NA,"Female","United States"
1151,2017,"Professor",104613,"Department 27",68,"White","Married",NA,"Female","United States"
1813,2017,"Professor",104107,"Department 27",76,"White","Divorced",NA,"Male","United States"
1813,2017,"Professor",104107,NA,44,"Hispanic/Latino","Unknown","Catholic, Roman","Male","United States"
1314,2017,"Assistant Clinical Professor",104052,NA,62,"Native Hawaiian/Oth Pac Island","Married",NA,"Female","United States"
2296,2017,"Professor",103705,NA,66,"White","Single",NA,"Female","United States"
1369,2017,"Senior Lecturer",103363,NA,57,"White","Single","No Preference Indicated","Female","United States"
3230,2017,"Professor",103087,NA,84,"American Indian/Alaska Native","Married",NA,"Male","United States"
2459,2017,"Professor",103071,NA,63,"White","Married",NA,"Male","United States"
1770,2017,"Professor",102952,NA,63,"White","Married",NA,"Female","United States"
2956,2017,"Professor",102698,NA,70,"White","Married",NA,"Male","United States"
2964,2017,"Professor",102627,"Department 27",58,"White","Married",NA,"Male","United States"
1470,2017,"Professor",102409,NA,63,"Not Specified","Single",NA,"Male","United States"
2600,2017,"Professor",102296,NA,79,"Hispanic/Latino","Married",NA,"Male","United States"
2972,2017,"Professor",102253,NA,69,"White","Married",NA,"Male","United States"
832,2017,"Professor",102081,NA,81,"White","Married",NA,"Male","United States"
465,2017,"Professor",102058,"Department 6",64,"White","Married",NA,"Female","United States"
482,2017,"Associate Clinical Professor",101528,NA,63,"White","Married",NA,"Male","United States"
2611,2017,"Professor",101476,NA,75,"White","Single",NA,"Male","United States"
2419,2017,"Professor",101423,NA,72,"White","Married",NA,"Female","United States"
2463,2017,"Professor",101367,"Department 16",64,"White","Married",NA,"Male","United States"
1918,2017,"Assistant Clinical Professor",101000,NA,53,"White","Single",NA,"Female","United States"
752,2017,"Assistant Clinical Professor",101000,NA,62,"Two or More","Single","Catholic, Roman","Female","United States"
3066,2017,"Professor",100798,NA,74,"White","Married",NA,"Male","United States"
2452,2017,"Professor",100434,"Department 28",80,"White","Married",NA,"Female","United States"
2092,2017,"Professor",100314,NA,71,"Not Specified","Married",NA,"Female","United States"
3192,2017,"Professor",100267,"Department 29",82,"White","Married",NA,"Male","United States"
1061,2017,"Professor",100141,"Department 6",69,"White","Married",NA,"Male","United States"
1449,2017,"Professor",100100,NA,75,"White","Married",NA,"Male","United States"
1139,2017,"Assistant Professor",100000,NA,49,"White","Married",NA,"Female","United States"
3213,2017,"Professor",99889,NA,76,"White","Separated",NA,"Male","United States"
1478,2017,"Professor",99801,"Department 30",80,"White","Married",NA,"Male","United States"
360,2017,"Professor",99792,NA,63,"White","Married",NA,"Male","United States"
3075,2017,"Professor",99788,NA,65,"White","Married",NA,"Male","United States"
3098,2017,"Professor",99717,NA,72,"White","Single",NA,"Male","United States"
3208,2017,"Professor",99553,NA,73,"American Indian/Alaska Native","Married",NA,"Male","United States"
2878,2017,"Professor",99455,NA,66,"American Indian/Alaska Native","Married",NA,"Female","United States"
396,2017,"Professor",99297,NA,73,"White","Married",NA,"Male","United States"
824,2017,"Assistant Clinical Professor",99000,NA,67,"White","Widowed",NA,"Female","United States"
774,2017,"Professor",98971,NA,80,"White","Married",NA,"Male","United States"
1894,2017,"Professor",98971,NA,72,"American Indian/Alaska Native","Divorced",NA,"Female","United States"
1598,2017,"Professor",98930,"Department 30",71,"White","Married",NA,"Female","United States"
929,2017,"Lecturer",98920,"Department 1",55,"White","Married","Protestant (Unspecified)","Female","United States"
1297,2017,"Professor",98783,NA,77,"White","Married","No Preference Indicated","Male","United States"
1997,2017,"Professor",98692,"Department 11",66,"White","Married",NA,"Female","United States"
2040,2017,"Professor",98560,"Department 29",72,"White","Married",NA,"Male","United States"
3191,2017,"Professor",98537,NA,76,"White","Married",NA,"Male","United States"
2307,2017,"Professor",98207,NA,68,"White","Married",NA,"Female","United States"
243,2017,"Professor",98086,NA,76,"Black/African American","Married",NA,"Male","United States"
729,2017,"Associate Professor",98044,NA,74,"White","Married",NA,"Male","United States"
730,2017,"Professor",97957,NA,72,"White","Married","No Preference Indicated","Male","United States"
1106,2017,"Professor",97587,NA,73,"White","Married",NA,"Male","United States"
1008,2017,"Professor",97584,"Department 6",68,"Hispanic/Latino","Married",NA,"Male","United States"
1236,2017,"Professor",97571,"Department 22",66,"White","Married",NA,"Male","United States"
1262,2017,"Professor",97571,"Department 2",63,"American Indian/Alaska Native","Married",NA,"Female","United States"
197,2017,"Professor",97567,NA,76,"White","Single",NA,"Female","United States"
486,2017,"Professor",97557,"Department 31",71,"White","Married",NA,"Male","United States"
2084,2017,"Professor",97557,"Department 32",72,"White","Single",NA,"Female","United States"
3188,2017,"Associate Professor",97159,NA,67,"White","Married","No Preference Indicated","Male","United States"
2068,2017,"Professor",97139,NA,73,"White","Single",NA,"Female","United States"
16,2017,"Professor",97072,"Department 22",59,"White","Married",NA,"Male","United States"
1062,2017,"Professor",96759,"Department 34",67,"White","Married",NA,"Male","United States"
3238,2017,"Associate Professor",96643,NA,52,"Asian","Married",NA,"Female","United States"
40,2017,"Professor",96544,NA,69,"Asian","Married",NA,"Male","United States"
1566,2017,"Associate Professor",96478,"Department 35",44,"White","Single",NA,"Female","United States"
3051,2017,"Associate Professor",96221,"Department 16",69,"White","Married","No Preference Indicated","Male","United States"
769,2017,"Professor",96081,"Department 36",66,"Hispanic/Latino","Married","No Preference Indicated","Female","United States"
1280,2017,"Professor",96079,"Department 37",62,"White","Single",NA,"Male","United States"
2656,2017,"Professor",95921,NA,83,"White","Married",NA,"Male","United States"
2393,2017,"Professor",95699,NA,72,"White","Married",NA,"Male","United States"
463,2017,"Professor",95699,NA,68,"Hispanic/Latino","Single",NA,"Female","United States"
1962,2017,"Professor",95607,"Department 38",55,"White","Married",NA,"Female","United States"
2246,2017,"Professor",95221,"Department 27",56,"White","Married",NA,"Female","United States"
1020,2017,"Professor",95209,NA,85,"White","Married",NA,"Male","United States"
1938,2017,"Associate Clinical Professor",95066,NA,65,"White","Married",NA,"Female","United States"
3162,2017,"Assistant Professor",95000,"Department 20",44,"White","Married",NA,"Male","United States"
3091,2017,"Professor",95000,NA,51,"White","Married",NA,"Male","United States"
2399,2017,"Assistant Clinical Professor",95000,NA,40,"White","Married",NA,"Female","United States"
131,2017,"Assistant Clinical Professor",95000,NA,54,"White","Married",NA,"Female","United States"
104,2017,"Professor",94699,NA,64,"White","Married",NA,"Female","United States"
2988,2017,"Professor",94581,"Department 27",55,"White","Single",NA,"Male","United States"
2224,2017,"Professor",94510,NA,76,"Hispanic/Latino","Married",NA,"Male","United States"
3110,2017,"Senior Lecturer",94382,"Department 8",52,"White","Divorced","No Preference Indicated","Male","United States"
2997,2017,"Professor",94341,NA,69,"Asian","Married",NA,"Female","United States"
750,2017,"Professor",94310,NA,71,"White","Married",NA,"Female","United States"
3189,2017,"Clinical Professor",94248,NA,78,"White","Married",NA,"Male","United States"
2096,2017,"Professor",94181,NA,72,"White","Married",NA,"Female","United States"
1272,2017,"Professor",94116,"Department 25",63,"White","Married",NA,"Female",NA
1288,2017,"Assistant Clinical Professor",94000,NA,44,"White","Single",NA,"Male","United States"
2643,2017,"Professor",93851,NA,75,"White","Single",NA,"Male","United States"
420,2017,"Professor",93843,NA,69,"White","Married",NA,"Male","United States"
1636,2017,"Professor",93798,NA,74,"White","Married",NA,"Female","United States"
1760,2017,"Professor",93600,NA,72,"White","Divorced",NA,"Female","United States"
2490,2017,"Professor",93096,"Department 11",61,"White","Married",NA,"Male","United States"
459,2017,"Professor",93008,"Department 6",63,"White","Married",NA,"Female","United States"
1809,2017,"Instructor",93000,NA,54,"Asian","Divorced",NA,"Female","United States"
1446,2017,"Associate Professor",92525,"Department 39",48,"White","Married",NA,"Male","United States"
2992,2017,"Lecturer",92430,NA,76,"White","Single",NA,"Female","United States"
2187,2017,"Professor",92275,"Department 40",60,"White","Married",NA,"Male","United States"
2567,2017,"Professor",92080,"Department 31",63,"White","Married",NA,"Female","United States"
1609,2017,"Professor",92056,NA,71,"White","Married",NA,"Female","United States"
2609,2017,"Professor",92038,"Department 25",59,"White","Single",NA,"Male","United States"
2502,2017,"Associate Professor",92001,NA,68,"White","Married",NA,"Male","United States"
1912,2017,"Lecturer",91863,NA,51,"White","Married","No Preference Indicated","Female","United States"
3131,2017,"Professor",91854,NA,71,"White","Divorced","No Preference Indicated","Female","United States"
1361,2017,"Senior Lecturer",91423,NA,65,"White","Married",NA,"Female","United States"
1524,2017,"Professor",91364,NA,74,"White","Married",NA,"Female","United States"
1256,2017,"Professor",91343,"Department 6",63,"White","Married",NA,"Female","United States"
69,2017,"Professor",91343,"Department 6",57,"White","Married",NA,"Female","United States"
2760,2017,"Professor",90968,"Department 40",63,"Asian","Married",NA,"Male","United States"
509,2017,"Professor",90942,NA,68,"White","Married",NA,"Male","United States"
1029,2017,"Professor",90633,NA,72,"White","Married",NA,"Female","United States"
671,2017,"Professor",90512,NA,60,"White","Married",NA,"Male","United States"
1387,2017,"Assistant Clinical Professor",90399,NA,77,"White","Married",NA,"Male","United States"
505,2017,"Professor",90339,"Department 30",61,"Not Specified","Unknown",NA,"Male","United States"
1825,2017,"Professor",90194,"Department 41",56,"White","Married",NA,"Female","United States"
851,2017,"Professor",90067,"Department 42",70,"White","Married",NA,"Male","United States"
3216,2017,"Professor",90044,NA,72,"White","Married",NA,"Male","United States"
3046,2017,"Professor",89796,NA,67,"White","Married",NA,"Male","United States"
1943,2017,"Professor",89742,NA,77,"White","Married",NA,"Female","United States"
2279,2017,"Professor",89286,"Department 41",55,"Hispanic/Latino","Married","No Preference Indicated","Female","United States"
3271,2017,"Professor",88990,"Department 37",58,"Not Specified","Married",NA,"Female","United States"
1011,2017,"Professor",88962,"Department 32",69,"White","Married","No Preference Indicated","Female","United States"
2892,2017,"Professor",88887,"Department 41",61,"White","Single",NA,"Female","United States"
224,2017,"Professor",88304,NA,66,"White","Single",NA,"Female","United States"
218,2017,"Professor",88159,NA,61,"White","Single",NA,"Female","United States"
1066,2017,"Professor",88099,"Department 6",65,"White","Single",NA,"Male","United States"
3019,2017,"Professor",88099,NA,66,"White","Married",NA,"Male","United States"
78,2017,"Professor",88099,NA,69,"White","Married",NA,"Female","United States"
856,2017,"Professor",88099,"Department 6",58,"White","Married",NA,"Male","United States"
3053,2017,"Professor",88074,NA,65,"White","Single",NA,"Male","United States"
1063,2017,"Associate Professor",87634,"Department 37",70,"White","Single",NA,"Male","United States"
3097,2017,"Professor",87554,NA,74,"Two or More","Married",NA,"Male","United States"
3097,2017,"Professor",87554,NA,62,"Black/African American","Married",NA,"Male","United States"
3241,2017,"Professor",87481,NA,56,"Asian","Married",NA,"Female","United States"
332,2017,"Assistant Clinical Professor",87305,NA,44,"White","Married",NA,"Male","United States"
1500,2017,"Professor",87293,"Department 42",63,"White","Married",NA,"Male","United States"
2311,2017,"Professor",86520,"Department 46",59,"White","Married",NA,"Male","United States"
2820,2017,"Professor",86239,"Department 40",59,"White","Married",NA,"Male","United States"
2849,2017,"Assistant Clinical Professor",86229,NA,71,"Hispanic/Latino","Married",NA,"Female","United States"
2031,2017,"Professor",86108,NA,65,"White","Married",NA,"Female","United States"
739,2017,"Lecturer",86000,NA,44,"White","Married",NA,"Male","United States"
1836,2017,"Professor",85980,NA,64,"Hispanic/Latino","Married","Catholic, Roman","Female","United States"
1515,2017,"Associate Professor",85912,"Department 16",51,"White","Married",NA,"Male","United States"
1787,2017,"Professor",85469,"Department 25",57,"White","Married",NA,"Male","United States"
2574,2017,"Professor",85367,NA,67,"White","Married",NA,"Female","United States"
2971,2017,"Professor",85367,NA,68,"White","Married",NA,"Male","United States"
1994,2017,"Lecturer",85351,"Department 8",61,"White","Divorced","No Preference Indicated","Female","United States"
2469,2017,"Er/Rr Cowden Prof, Regents Prf",85302,"Department 6",69,"White","Married",NA,"Male","United States"
603,2017,"Associate Professor",84917,"Department 15",59,"International","Married",NA,"Male","United States"
1141,2017,"Associate Professor",84771,"Department 15",44,"White","Married",NA,"Female","United States"
3222,2017,"Professor",84198,"Department 19",63,"White","Married",NA,"Male","United States"
1269,2017,"Professor",83429,"Department 29",54,"White","Married",NA,"Female","United States"
853,2017,"Associate Professor",83185,"Department 16",48,"White","Single",NA,"Male","United States"
1465,2017,"Professor",83171,"Department 41",78,"White","Divorced","No Preference Indicated","Male","United States"
1252,2017,"Professor",83171,NA,66,"White","Married","No Preference Indicated","Female","United States"
1166,2017,"Assistant Clinical Professor",83085,NA,51,"White","Married",NA,"Female","United States"
1003,2017,"Assistant Professor",83000,NA,41,"Not Specified","Married",NA,"Female","Iran (Islamic Republic Of)"
775,2017,"Senior Lecturer",82955,NA,70,"White","Married",NA,"Male","United States"
2736,2017,"Associate Professor",82630,NA,72,"White","Married",NA,"Female","United States"
399,2017,"Professor",82086,"Department 47",73,"White","Divorced",NA,"Male","United States"
1241,2017,"Professor",81818,"Department 46",68,"White","Married",NA,"Male","United States"
2156,2017,"Associate Professor",81359,NA,55,"White","Single",NA,"Female","United States"
818,2017,"Professor",81342,"Department 48",59,"White","Single",NA,"Female","United States"
3158,2017,"Assistant Professor",81000,"Department 20",42,"Asian","Married",NA,"Male","India"
1948,2017,"Professor",80870,"Department 26",55,"Hispanic/Latino","Married",NA,"Male","United States"
1308,2017,"Professor",80428,NA,71,"White","Married","No Preference Indicated","Female","United States"
2300,2017,"Professor",80360,"Department 41",59,"Hispanic/Latino","Single",NA,"Female","United States"
3103,2017,"Associate Professor",80335,NA,67,"White","Married",NA,"Female","United States"
403,2017,"Assoc Professor Of Practice",80068,NA,57,"White","Married","No Preference Indicated","Male","United States"
1023,2017,"Professor",80060,"Department 50",61,"Black/African American","Married",NA,"Male","United States"
3045,2017,"Assistant Professor",80000,"Department 20",50,"Asian","Married",NA,"Female","United States"
1796,2017,"Assistant Professor",80000,"Department 20",44,"White","Married","No Preference Indicated","Male","United States"
2911,2017,"Assistant Professor",80000,NA,45,"Asian","Married",NA,"Female","Korea, Republic of"
3186,2017,"Asst Professor Of Practice",80000,NA,53,"White","Married",NA,"Male","United States"
3090,2017,"Assoc Professor Of Practice",80000,"Department 15",52,"White","Married",NA,"Male","United States"
834,2017,"Associate Professor",80000,NA,62,"White","Married",NA,"Male","United States"
12,2017,"Assistant Professor",80000,NA,49,"White","Married",NA,"Male","United States"
1530,2017,"Associate Professor",79724,"Department 51",71,"White","Married",NA,"Female","United States"
2081,2017,"Associate Professor",79626,NA,70,"White","Married",NA,"Female","United States"
2664,2017,"Assistant Professor",79493,"Department 16",48,"White","Married",NA,"Male","United States"
1865,2017,"Professor",79490,"Department 40",54,"White","Married",NA,"Female","United States"
1231,2017,"Professor",79425,"Department 47",65,"Not Specified","Single",NA,"Male","United States"
3010,2017,"Associate Professor",78952,NA,65,"White","Married",NA,"Female","United States"
1526,2017,"Professor",78829,"Department 42",58,"Hispanic/Latino","Single",NA,"Female","United States"
323,2017,"Associate Professor",78818,NA,72,"White","Widowed",NA,"Female","United States"
741,2017,"Professor",78752,NA,88,"White","Married",NA,"Male","United States"
741,2017,"Professor",78752,"Department 50",66,"White","Married","No Preference Indicated","Male","United States"
640,2017,"Associate Professor",78719,NA,77,"White","Separated",NA,"Female","United States"
1234,2017,"Professor",78618,"Department 8",76,"White","Married",NA,"Male","United States"
1541,2017,"Lecturer",78452,NA,71,"White","Divorced","No Preference Indicated","Female","United States"
623,2017,"Clinical Professor",78345,NA,76,"White","Widowed",NA,"Male","United States"
2700,2017,"Associate Clinical Professor",78315,NA,78,"White","Single",NA,"Male","United States"
779,2017,"Associate Professor",78234,NA,76,"White","Married",NA,"Male","United States"
1849,2017,"Associate Professor",77975,NA,67,"White","Married",NA,"Male","United States"
1442,2017,"Lecturer",77746,NA,69,"White","Married","United Church of Christ","Male","United States"
1471,2017,"Associate Professor",77529,"Department 16",55,"White","Married","No Preference Indicated","Male","United States"
1641,2017,"Associate Professor",77505,NA,71,"White","Married",NA,"Female","United States"
571,2017,"Assistant Professor",77430,NA,55,"Asian","Married",NA,"Male","China"
1417,2017,"Associate Professor",77248,"Department 46",61,"Asian","Married",NA,"Male","United States"
1896,2017,"Associate Professor",77178,NA,65,"White","Married",NA,"Female","United States"
1285,2017,"Professor",77072,"Department 50",56,"White","Single",NA,"Male","United States"
1822,2017,"Associate Clinical Professor",77020,NA,68,"White","Married",NA,"Female","United States"
2407,2017,"Assistant Professor",77000,"Department 51",48,"Not Specified","Single",NA,"Male","United States"
973,2017,"Professor",76986,NA,73,"White","Married",NA,"Male","United States"
219,2017,"Associate Professor",76962,"Department 51",53,"Not Specified","Married",NA,"Female","United States"
2416,2017,"Associate Professor",76929,"Department 24",64,"White","Married",NA,"Female","United States"
2509,2017,"Associate Professor",76910,"Department 4",65,"American Indian/Alaska Native","Married",NA,"Female","United States"
2740,2017,"Associate Professor",76847,"Department 25",74,"American Indian/Alaska Native","Married",NA,"Male","United States"
721,2017,"Associate Professor",76675,NA,69,"White","Divorced",NA,"Male","United States"
2466,2017,"Principal Lecturer",76671,"Department 25",77,"White","Married","No Preference Indicated","Male","United States"
2049,2017,"Associate Professor",76596,NA,66,"White","Married",NA,"Male",NA
1814,2017,"Professor",76546,NA,78,"White","Separated",NA,"Male","United States"
1079,2017,"Associate Professor",76458,NA,74,"White","Married",NA,"Male","United States"
222,2017,"Associate Professor",76137,"Department 54",67,"White","Married",NA,"Female","United States"
2421,2017,"Professor",76090,NA,73,"White","Married",NA,"Female","United States"
2603,2017,"Associate Professor",76020,"Department 11",54,"White","Married",NA,"Male",NA
3150,2017,"Associate Clinical Professor",75916,"Department 24",60,"White","Married","No Preference Indicated","Female","United States"
737,2017,"Professor",75477,"Department 47",61,"White","Married",NA,"Male",NA
1460,2017,"Associate Professor",75103,NA,71,"White","Married",NA,"Male","United States"
394,2017,"Asst Professor Of Practice",75063,NA,89,"White","Separated",NA,"Male","United States"
394,2017,"Asst Professor Of Practice",75063,NA,77,"White","Married",NA,"Male","United States"
1045,2017,"Associate Professor",75035,NA,70,"White","Married",NA,"Male","United States"
2056,2017,"Lecturer",75000,"Department 14",53,"White","Married",NA,"Male","United States"
3220,2017,"Associate Clinical Professor",75000,NA,69,"White","Married","No Preference Indicated","Male","United States"
2640,2017,"Assoc Professor Of Practice",75000,"Department 6",50,"Asian","Married",NA,"Male","United States"
1073,2017,"Associate Professor",74970,"Department 37",56,"White","Married",NA,"Female","United States"
2220,2017,"Assistant Professor",74747,"Department 57",42,"White","Married","Catholic, Roman","Male","United States"
2214,2017,"Associate Professor",74742,NA,61,"White","Married",NA,"Male","United States"
573,2017,"Associate Professor",74700,"Department 2",54,"White","Married",NA,"Female","United States"
1868,2017,"Associate Professor",74694,NA,65,"White","Single",NA,"Female","United States"
1819,2017,"Associate Clinical Professor",74495,"Department 58",54,"White","Married",NA,"Female","United States"
2841,2017,"Associate Professor",74332,"Department 46",52,"White","Married",NA,"Female","United States"
558,2017,"Assistant Professor",74261,"Department 59",45,"White","Married",NA,"Male","United States"
358,2017,"Assistant Professor",74000,"Department 16",38,"White","Married",NA,"Male","United States"
1101,2017,"Associate Professor",73992,NA,75,"White","Widowed",NA,"Male","United States"
1197,2017,"Associate Professor",73984,NA,67,"White","Married",NA,"Male","United States"
1268,2017,"Associate Clinical Professor",73697,NA,72,"White","Single",NA,"Female","United States"
2944,2017,"Associate Professor",73682,NA,69,"White","Married",NA,"Male","United States"
2458,2017,"Associate Professor",73647,"Department 37",61,"White","Married",NA,"Male","United States"
2945,2017,"Professor",73627,"Department 47",56,"White","Married",NA,"Male",NA
2561,2017,"Associate Professor",73471,NA,58,"White","Married",NA,"Female","United States"
2933,2017,"Associate Professor",73227,"Department 2",49,"White","Single",NA,"Female","United States"
735,2017,"Associate Professor",73196,"Department 9",52,"White","Unknown",NA,"Male",NA
174,2017,"Associate Professor",73162,NA,56,"Hispanic/Latino","Married",NA,"Male","United States"
1771,2017,"Associate Professor",73108,"Department 11",50,"White","Married",NA,"Female","United States"
163,2017,"Associate Professor",73108,"Department 11",51,"White","Married",NA,"Female",NA
1817,2017,"Associate Clinical Professor",73077,NA,67,"White","Married",NA,"Female","United States"
39,2017,"Assoc Professor Of Practice",72976,NA,62,"White","Married","No Preference Indicated","Male","United States"
1629,2017,"Associate Clinical Professor",72964,NA,62,"White","Married",NA,"Female","United States"
2086,2017,"Associate Clinical Professor",72807,NA,69,"White","Married",NA,"Female","United States"
2489,2017,"Associate Professor",72614,"Department 31",62,"White","Married",NA,"Male","United States"
2196,2017,"Associate Professor",72595,"Department 26",61,"White","Married",NA,"Male","United States"
200,2017,"Associate Professor",72512,"Department 32",47,"White","Married",NA,"Female","United States"
2946,2017,"Associate Professor",72491,NA,65,"White","Single",NA,"Male","United States"
3245,2017,"Associate Professor",72053,NA,60,"Hispanic/Latino","Married",NA,"Female","United States"
110,2017,"Clinical Professor",72025,NA,67,"Hispanic/Latino","Married",NA,"Female","United States"
569,2017,"Associate Professor",71914,"Department 27",54,"White","Married",NA,"Male","United States"
1927,2017,"Associate Professor",71893,NA,65,"American Indian/Alaska Native","Married","No Preference Indicated","Male","United States"
1191,2017,"Associate Professor",71848,"Department 32",60,"Black/African American","Married",NA,"Male","United States"
828,2017,"Assistant Professor",71815,NA,68,"White","Single",NA,"Female","United States"
2617,2017,"Associate Professor",71747,"Department 47",64,"White","Married",NA,"Male","United States"
194,2017,"Associate Professor",71734,"Department 29",62,"American Indian/Alaska Native","Married",NA,"Female","United States"
3166,2017,"Associate Professor",71688,"Department 28",66,"White","Married",NA,"Female","United States"
1095,2017,"Associate Professor",71446,"Department 28",64,"White","Married",NA,"Female","United States"
1065,2017,"Associate Professor",71379,"Department 32",54,"Hispanic/Latino","Single",NA,"Male","United States"
2688,2017,"Professor",71366,NA,66,"White","Single",NA,"Female","United States"
